Frame ID,QR id,QR 2D,QR 3D
685,0,"[[513.0, 265.0], [525.0, 264.0], [526.0, 277.0], [514.0, 278.0]]","[9.979732305061194, -175.26058001620424, -18.645205359985084, -6.290065787786645]"
686,11,"[[368.0, 557.0], [381.0, 549.0], [401.0, 551.0], [389.0, 559.0]]","[5.54661758248111, 104.19746427792715, -62.08727597390713, -16.92934348210288]"
686,0,"[[501.0, 259.0], [513.0, 258.0], [514.0, 271.0], [502.0, 272.0]]","[9.985997931296353, -174.6902633102985, -19.06253354808307, -6.481661175708433]"
687,11,"[[348.0, 561.0], [361.0, 553.0], [382.0, 555.0], [369.0, 564.0]]","[5.42915205021404, 106.5689790415929, -62.679857425018525, -18.180513484449868]"
687,0,"[[484.0, 255.0], [498.0, 254.0], [499.0, 267.0], [486.0, 268.0]]","[9.490052702031514, -156.65521730910848, 10.685844912122956, -3.1546698701113263]"
688,11,"[[335.0, 593.0], [349.0, 583.0], [371.0, 585.0], [357.0, 595.0]]","[5.183084763482015, -133.29883708056153, 36.3565740563898, -41.35812307033203]"
688,0,"[[467.0, 265.0], [480.0, 263.0], [482.0, 277.0], [468.0, 279.0]]","[9.138163926273732, 176.8304100718219, 17.300924612530412, -6.961287272282408]"
689,11,"[[330.0, 597.0], [346.0, 586.0], [367.0, 587.0], [352.0, 599.0]]","[5.060468731808227, 105.92138040768586, -58.84499556844971, -23.118856519941005]"
689,0,"[[458.0, 260.0], [472.0, 258.0], [473.0, 272.0], [460.0, 274.0]]","[9.143677228068888, -166.23816190476737, -14.452617768059513, -9.803747586499954]"
690,0,"[[446.0, 253.0], [460.0, 251.0], [462.0, 265.0], [448.0, 267.0]]","[9.171990576925289, -179.52220034626652, -0.011401402243262573, -8.132598747212413]"
691,11,"[[312.0, 605.0], [327.0, 593.0], [350.0, 594.0], [335.0, 606.0]]","[4.927463209725575, -131.39808628964636, 32.53386356661826, -42.977712449450095]"
691,0,"[[440.0, 255.0], [453.0, 253.0], [455.0, 267.0], [442.0, 269.0]]","[9.204280917384198, -175.6928818226323, 20.986482213841345, -6.578282018562857]"
692,11,"[[306.0, 624.0], [323.0, 612.0], [347.0, 614.0], [331.0, 626.0]]","[4.642682385948538, 103.4290901918277, -62.97902411581384, -18.652411685037396]"
692,0,"[[443.0, 264.0], [456.0, 262.0], [459.0, 277.0], [444.0, 279.0]]","[8.57919217959762, -176.59106928682255, 20.56792746723043, -6.3265705311382145]"
693,11,"[[322.0, 605.0], [339.0, 593.0], [364.0, 595.0], [346.0, 608.0]]","[4.501682419076788, 105.49993120346099, -59.80687312643669, -20.725103687049902]"
693,0,"[[467.0, 238.0], [481.0, 236.0], [483.0, 250.0], [468.0, 252.0]]","[8.851141750521993, 168.63425150836898, 6.4776629560235195, -7.103621401519612]"
694,11,"[[304.0, 599.0], [322.0, 586.0], [346.0, 589.0], [329.0, 602.0]]","[4.520987986203043, 109.7929793631946, -60.211372830803704, -23.818624308601287]"
694,0,"[[455.0, 227.0], [470.0, 225.0], [472.0, 240.0], [457.0, 242.0]]","[8.602973961698817, 179.9574977823985, -0.30443946295827123, -7.613340775350397]"
695,11,"[[305.0, 616.0], [324.0, 602.0], [349.0, 605.0], [331.0, 619.0]]","[4.331069639281552, 108.21718782737197, -59.853025316337366, -23.168033053797252]"
695,0,"[[465.0, 228.0], [480.0, 226.0], [482.0, 241.0], [467.0, 243.0]]","[8.602362469531856, 179.9807834247981, -0.5012417925618783, -7.62532556311754]"
696,11,"[[307.0, 621.0], [327.0, 607.0], [353.0, 611.0], [333.0, 626.0]]","[4.176271164273426, 108.48042703197255, -58.08601713007946, -21.725784295633908]"
696,0,"[[473.0, 227.0], [489.0, 225.0], [490.0, 241.0], [475.0, 242.0]]","[8.34396060697877, -164.41650677390027, 5.754584475474628, -4.655886197569111]"
697,11,"[[296.0, 649.0], [316.0, 634.0], [344.0, 638.0], [325.0, 653.0]]","[4.021861851997124, 106.19614517184982, -62.67259702149463, -19.389979336558067]"
697,0,"[[470.0, 238.0], [485.0, 237.0], [487.0, 252.0], [472.0, 254.0]]","[8.299778584607171, 179.55191042156525, -14.158903376816182, -7.28107581647368]"
698,11,"[[299.0, 666.0], [320.0, 650.0], [348.0, 655.0], [329.0, 671.0]]","[3.961839466061417, 107.30661048639026, -62.12122001971378, -19.691131693820996]"
698,0,"[[481.0, 247.0], [497.0, 245.0], [499.0, 261.0], [483.0, 262.0]]","[8.013138722577756, -157.71880576802886, 10.576164941203857, -4.188859766504402]"
699,11,"[[296.0, 666.0], [319.0, 649.0], [347.0, 655.0], [323.0, 672.0]]","[3.84662396327694, -136.16604183921112, 22.6103212661182, -40.0401889241146]"
699,0,"[[488.0, 237.0], [504.0, 235.0], [506.0, 251.0], [490.0, 252.0]]","[8.027067252964438, -156.85083957179606, 11.257168001911095, -3.9887313838159937]"
700,11,"[[266.0, 701.0], [290.0, 683.0], [320.0, 689.0], [297.0, 708.0]]","[3.7046982452344235, 106.75350334316543, -60.921218446783605, -19.022526885622483]"
700,0,"[[475.0, 249.0], [491.0, 248.0], [493.0, 264.0], [476.0, 265.0]]","[7.78822794233831, 169.2895188139017, -5.505461893438647, -3.979618880869185]"
701,0,"[[481.0, 248.0], [498.0, 245.0], [500.0, 262.0], [484.0, 264.0]]","[7.760963083457381, -167.33762929110904, 7.621175125149142, -7.696649862227596]"
702,0,"[[478.0, 264.0], [495.0, 263.0], [497.0, 280.0], [480.0, 281.0]]","[7.375099964166498, 170.9388687364276, -12.44729871300337, -4.406353882374441]"
703,0,"[[502.0, 258.0], [520.0, 256.0], [521.0, 273.0], [504.0, 274.0]]","[7.404928901307076, -155.239605194078, 5.831230236684037, -4.298525397739794]"
704,0,"[[507.0, 250.0], [525.0, 248.0], [527.0, 266.0], [509.0, 268.0]]","[7.174043780462833, -179.86119987016974, -1.381920139261129, -6.411866164656914]"
705,0,"[[510.0, 247.0], [528.0, 245.0], [529.0, 264.0], [511.0, 265.0]]","[7.022057059023384, -178.83684321727526, 18.07721761949833, -2.8680178605945423]"
706,0,"[[511.0, 249.0], [529.0, 248.0], [530.0, 266.0], [512.0, 268.0]]","[7.018193216424013, -169.740251136149, -9.894742327533095, -5.662489270969829]"
707,0,"[[514.0, 252.0], [533.0, 251.0], [534.0, 269.0], [515.0, 270.0]]","[6.860260297896259, 166.79808220868114, 2.1290033423006487, -2.7413032720948713]"
708,0,"[[514.0, 263.0], [533.0, 262.0], [534.0, 280.0], [515.0, 282.0]]","[6.828441166708117, -161.8751454513415, -0.07886725992483923, -4.512539427472006]"
709,4,"[[793.0, 154.0], [803.0, 150.0], [802.0, 185.0], [792.0, 188.0]]","[4.1390256908781655, -53.15510840416902, 83.36248571016147, 126.60315934991866]"
709,0,"[[488.0, 240.0], [507.0, 239.0], [508.0, 259.0], [489.0, 260.0]]","[6.526857382560043, -174.430797981344, -14.760117325560572, -4.593406613963094]"
710,0,"[[476.0, 252.0], [495.0, 250.0], [497.0, 269.0], [477.0, 271.0]]","[6.604029557292268, 170.37009675953283, 6.25751443402192, -5.241770090520748]"
711,4,"[[773.0, 157.0], [785.0, 152.0], [785.0, 189.0], [774.0, 192.0]]","[3.928323524228052, -72.19047377722491, 85.19030508012888, 105.30238945679184]"
711,0,"[[458.0, 249.0], [478.0, 248.0], [479.0, 268.0], [459.0, 270.0]]","[6.3061468467161195, -168.06586649629543, -12.13718350678753, -5.5093482006673105]"
712,4,"[[775.0, 144.0], [787.0, 140.0], [788.0, 179.0], [776.0, 182.0]]","[3.6972472723902183, -71.3581432957986, 83.32812843396164, 104.85673984542578]"
712,0,"[[451.0, 248.0], [472.0, 246.0], [473.0, 267.0], [453.0, 269.0]]","[6.148777141581616, -167.18595241474557, -11.652893388256059, -6.806786242571738]"
713,0,"[[451.0, 240.0], [473.0, 238.0], [474.0, 258.0], [453.0, 261.0]]","[5.961164046899461, -153.29485423355007, -5.586311059763048, -7.27060393497898]"
714,0,"[[465.0, 220.0], [487.0, 218.0], [488.0, 240.0], [466.0, 241.0]]","[5.899771884224937, 172.54981741632216, 5.510870087028952, -3.1898243382930036]"
715,0,"[[491.0, 212.0], [514.0, 210.0], [515.0, 234.0], [492.0, 235.0]]","[5.586462401326806, -176.1626164934633, 13.703698332746706, -1.777826772961475]"
716,4,"[[915.0, 84.0], [935.0, 75.0], [935.0, 126.0], [913.0, 132.0]]","[3.0670007628278437, -60.03028793448613, 83.07637072851094, 118.80912568820307]"
716,0,"[[499.0, 209.0], [523.0, 207.0], [524.0, 231.0], [500.0, 232.0]]","[5.450298672182541, 174.0850419083394, 5.921277190539085, -2.715757255466135]"
717,0,"[[501.0, 231.0], [525.0, 230.0], [526.0, 254.0], [502.0, 255.0]]","[5.420281923362237, 179.8731137035235, -1.210931678098371, -2.450715726301398]"
718,0,"[[495.0, 224.0], [521.0, 223.0], [522.0, 248.0], [496.0, 250.0]]","[5.016246378767104, -160.31933007592025, 0.6623723717509195, -3.200395546132039]"
719,0,"[[495.0, 224.0], [521.0, 223.0], [522.0, 248.0], [496.0, 250.0]]","[5.016246378767104, -160.31933007592025, 0.6623723717509195, -3.200395546132039]"
720,0,"[[493.0, 224.0], [520.0, 222.0], [521.0, 248.0], [495.0, 250.0]]","[4.910690411989424, -159.82557564239713, 1.3601184928050045, -4.091680753654881]"
721,0,"[[492.0, 240.0], [519.0, 238.0], [521.0, 265.0], [494.0, 267.0]]","[4.799949542392911, -179.92073384301895, -1.1817416065090272, -4.30063130151621]"
722,0,"[[526.0, 232.0], [554.0, 230.0], [555.0, 258.0], [527.0, 260.0]]","[4.714649775126915, -177.11984621189364, 7.642434472617727, -2.6064175881084006]"
723,0,"[[532.0, 232.0], [561.0, 230.0], [563.0, 259.0], [534.0, 261.0]]","[4.489852242704939, 179.7873963665803, -1.6244418640751392, -4.019163817599423]"
724,0,"[[540.0, 230.0], [570.0, 228.0], [572.0, 257.0], [542.0, 259.0]]","[4.379198200186887, 171.73009241347478, 2.2622662360523127, -3.4528520280994375]"
725,0,"[[555.0, 230.0], [586.0, 228.0], [587.0, 259.0], [556.0, 261.0]]","[4.228363061205797, -168.15264863001005, -0.6620769744066518, -3.625148308174836]"
726,0,"[[544.0, 232.0], [577.0, 229.0], [579.0, 261.0], [546.0, 264.0]]","[3.9850760084394263, 172.3173387015966, 9.484127305814674, -4.0831113572656355]"
727,0,"[[508.0, 241.0], [541.0, 240.0], [543.0, 272.0], [509.0, 274.0]]","[3.889205811759588, 171.06248283907797, 1.244264063207076, -2.3004531088666544]"
728,0,"[[482.0, 233.0], [517.0, 231.0], [519.0, 265.0], [484.0, 267.0]]","[3.7151852658675204, 171.67176549332157, 0.8506602107818403, -3.1225349879783795]"
729,0,"[[454.0, 247.0], [490.0, 244.0], [492.0, 279.0], [456.0, 282.0]]","[3.579158453344032, 170.0361157189544, 6.034020745563901, -4.162543466381759]"
730,0,"[[450.0, 254.0], [486.0, 251.0], [489.0, 287.0], [453.0, 290.0]]","[3.585548958631272, -179.3472952632864, -0.51928557512862, -4.794878200146332]"
731,0,"[[454.0, 254.0], [492.0, 252.0], [495.0, 289.0], [457.0, 292.0]]","[3.3890823928594944, 174.10885467219424, -4.347703514611316, -4.0635515797156545]"
732,0,"[[432.0, 253.0], [471.0, 251.0], [474.0, 289.0], [435.0, 292.0]]","[3.3047819813190067, 174.47204205545012, -4.907174664841079, -4.041150223729507]"
733,0,"[[445.0, 242.0], [485.0, 239.0], [488.0, 278.0], [448.0, 281.0]]","[3.2347799642280726, 172.004847997973, -0.07288526337264764, -4.282952245632656]"
734,0,"[[453.0, 240.0], [494.0, 238.0], [497.0, 280.0], [455.0, 282.0]]","[3.082610849260365, 179.69347691335923, -7.641513113197991, -3.435525374891109]"
735,0,"[[453.0, 240.0], [494.0, 238.0], [497.0, 280.0], [455.0, 282.0]]","[3.082610849260365, 179.69347691335923, -7.641513113197991, -3.435525374891109]"
736,0,"[[426.0, 245.0], [471.0, 243.0], [473.0, 286.0], [429.0, 289.0]]","[2.9076375190606396, -161.5589605606527, -0.7206049745145561, -3.3456212681697592]"
737,0,"[[391.0, 216.0], [436.0, 214.0], [440.0, 258.0], [394.0, 261.0]]","[2.8524096408719606, 172.85303279234782, -6.514075572441041, -3.96476023047519]"
738,0,"[[360.0, 230.0], [407.0, 228.0], [408.0, 274.0], [361.0, 276.0]]","[2.7603652607925526, 172.05855303165217, 2.683611923226106, -2.1992673410526704]"
739,0,"[[299.0, 228.0], [350.0, 224.0], [355.0, 272.0], [304.0, 277.0]]","[2.5957248678104063, 170.06839877562422, -6.578471068750435, -5.9525419524981285]"
740,0,"[[286.0, 204.0], [340.0, 199.0], [345.0, 251.0], [292.0, 255.0]]","[2.492871752446571, -156.6076467602726, -8.384525163091292, -6.157877697842662]"
741,0,"[[275.0, 194.0], [330.0, 191.0], [335.0, 244.0], [280.0, 248.0]]","[2.4420389959698485, 176.67681251465677, -8.947105657687269, -5.176983247072656]"
742,0,"[[270.0, 194.0], [328.0, 191.0], [331.0, 247.0], [274.0, 251.0]]","[2.3184190797482356, -158.92817872578684, -16.845685848440674, -6.300215094159633]"
743,0,"[[265.0, 220.0], [323.0, 216.0], [330.0, 273.0], [272.0, 278.0]]","[2.2867570672782347, -179.23514906675794, -17.465469813671696, -6.885847189362568]"
744,0,"[[228.0, 206.0], [291.0, 203.0], [295.0, 262.0], [233.0, 265.0]]","[2.1910075418323256, -156.18413665544585, -12.55897580291128, -4.65958923537415]"
745,0,"[[192.0, 195.0], [258.0, 194.0], [262.0, 255.0], [196.0, 258.0]]","[2.116709029160124, 173.19877176655933, -12.40075997882822, -3.694671916742234]"
746,0,"[[167.0, 190.0], [234.0, 188.0], [239.0, 253.0], [171.0, 255.0]]","[2.0905515392116194, -179.40627612232285, -10.254493770752655, -3.573300021785036]"
747,0,"[[140.0, 188.0], [212.0, 187.0], [217.0, 255.0], [146.0, 257.0]]","[2.005277644352031, -165.87950057436709, -11.487330565037412, -3.1153061122029033]"
748,0,"[[139.0, 182.0], [212.0, 180.0], [218.0, 247.0], [146.0, 250.0]]","[1.9848262899145057, -156.53486539830976, -14.345827442012522, -4.491427017928364]"
749,0,"[[61.0, 158.0], [143.0, 157.0], [147.0, 231.0], [67.0, 233.0]]","[1.8625611330379672, -155.324799832174, -23.978344732353406, -5.586935144895387]"
756,7,"[[825.0, 313.0], [820.0, 262.0], [876.0, 255.0], [882.0, 307.0]]","[2.7244266953826117, 157.61213278785817, -3.4801834793213673, -94.59949526260964]"
757,7,"[[711.0, 269.0], [708.0, 217.0], [762.0, 211.0], [764.0, 263.0]]","[2.6079833004764987, 176.33930034916753, 12.755097766909133, -96.8135475888964]"
758,7,"[[692.0, 266.0], [689.0, 215.0], [742.0, 209.0], [745.0, 261.0]]","[2.6357071738436084, 154.14591847446337, 1.6258285303184605, -93.9605141907473]"
759,7,"[[619.0, 243.0], [619.0, 193.0], [672.0, 188.0], [672.0, 240.0]]","[2.555660968014413, 159.36753827708, -6.593762174148969, -88.86007459717314]"
760,7,"[[572.0, 270.0], [570.0, 220.0], [621.0, 215.0], [622.0, 266.0]]","[2.6612204390162724, 172.43186558088763, 7.331726394723791, -94.0371204732344]"
761,7,"[[512.0, 271.0], [509.0, 222.0], [558.0, 217.0], [562.0, 267.0]]","[2.62838337417727, 169.592715247835, -0.36923146371845533, -94.00274892977808]"
762,7,"[[396.0, 253.0], [392.0, 203.0], [442.0, 199.0], [445.0, 249.0]]","[2.608010932876227, -170.79419156978147, 15.536079047952537, -93.41370019642561]"
763,7,"[[349.0, 267.0], [346.0, 216.0], [396.0, 213.0], [399.0, 263.0]]","[2.5804078969346276, -164.46676450646638, 14.5648946706325, -92.02799134189867]"
764,7,"[[320.0, 276.0], [315.0, 225.0], [367.0, 221.0], [371.0, 271.0]]","[2.5486579340307567, -168.04126810996135, 18.51149547483146, -92.70540409642085]"
765,7,"[[319.0, 279.0], [313.0, 227.0], [365.0, 223.0], [369.0, 274.0]]","[2.543745369728784, -163.335251856615, 11.088178407288463, -94.00319770294045]"
766,7,"[[333.0, 280.0], [328.0, 227.0], [380.0, 223.0], [385.0, 275.0]]","[2.4933982812295876, -165.27967231395442, 8.642801677425243, -94.49471398357493]"
767,7,"[[361.0, 281.0], [356.0, 228.0], [410.0, 224.0], [415.0, 277.0]]","[2.412817577849493, -173.52300183383582, -4.9805291843719495, -95.63674879056084]"
768,7,"[[398.0, 279.0], [392.0, 225.0], [446.0, 220.0], [451.0, 274.0]]","[2.4088939722512004, 176.74715773061635, 9.650364039474237, -95.52073922137261]"
769,7,"[[452.0, 284.0], [448.0, 228.0], [503.0, 224.0], [507.0, 280.0]]","[2.324960386086337, -172.49382228629452, 4.753479481383007, -94.26486278558886]"
770,7,"[[472.0, 262.0], [469.0, 204.0], [526.0, 200.0], [529.0, 258.0]]","[2.261506624108072, -174.39040179574533, 10.076091945239435, -93.59991639349529]"
771,7,"[[501.0, 274.0], [498.0, 213.0], [556.0, 209.0], [559.0, 270.0]]","[2.150830706075172, -167.2492131948608, 7.719146073545017, -93.55439211273664]"
772,7,"[[509.0, 279.0], [506.0, 216.0], [566.0, 213.0], [569.0, 275.0]]","[2.096649695550089, -168.80768430112948, 5.528548781886242, -93.36381231865528]"
773,7,"[[516.0, 279.0], [513.0, 215.0], [575.0, 211.0], [578.0, 274.0]]","[2.06331499259444, -172.54553474271523, 8.577364082308984, -93.69795962997866]"
774,7,"[[528.0, 260.0], [528.0, 188.0], [593.0, 186.0], [592.0, 257.0]]","[1.8537746195336613, -160.82142668767284, 10.973521298134663, -90.94234452359845]"
775,7,"[[548.0, 284.0], [544.0, 215.0], [610.0, 210.0], [613.0, 278.0]]","[1.9199471334745981, -169.36402223094467, 8.512950916365003, -94.1925174985582]"
776,7,"[[547.0, 258.0], [543.0, 188.0], [611.0, 182.0], [614.0, 252.0]]","[1.895263509333548, -172.06776247973013, 10.618855581764521, -94.48322665769895]"
777,7,"[[533.0, 262.0], [528.0, 185.0], [599.0, 179.0], [603.0, 255.0]]","[1.731716363397128, -164.37154352847008, 9.189030866389258, -94.65032391208477]"
778,7,"[[540.0, 266.0], [535.0, 187.0], [608.0, 182.0], [612.0, 258.0]]","[1.7068153609071683, -166.20049709444208, 8.687872452773666, -94.6237824213046]"
779,7,"[[568.0, 284.0], [563.0, 201.0], [640.0, 196.0], [642.0, 278.0]]","[1.607193008409548, -164.1852697993988, 7.550456549073114, -93.735107587485]"
780,7,"[[639.0, 319.0], [636.0, 229.0], [719.0, 223.0], [721.0, 311.0]]","[1.5002508809428672, -166.92149328088703, 8.302612043963293, -93.72747159941714]"
781,7,"[[638.0, 325.0], [637.0, 232.0], [722.0, 229.0], [722.0, 319.0]]","[1.4603881847279527, -166.3126906135785, 7.209482736175526, -92.1573419655653]"
782,7,"[[644.0, 334.0], [642.0, 240.0], [728.0, 235.0], [728.0, 327.0]]","[1.4355750256717745, -165.3077599093995, 8.138908635918908, -92.70035983367737]"
783,7,"[[641.0, 327.0], [640.0, 232.0], [725.0, 227.0], [726.0, 320.0]]","[1.4223854911779092, -164.29190646209582, 8.013203631197994, -92.70277685774911]"
784,7,"[[640.0, 316.0], [639.0, 218.0], [726.0, 213.0], [726.0, 309.0]]","[1.3825688694693692, -163.1044178307683, 8.719509089899477, -92.56264498237313]"
785,7,"[[671.0, 314.0], [669.0, 213.0], [759.0, 208.0], [758.0, 306.0]]","[1.3602047092391194, -163.74002768892626, 8.891668990867505, -92.8607132735022]"
786,7,"[[688.0, 297.0], [688.0, 195.0], [779.0, 190.0], [777.0, 290.0]]","[1.3545542637553962, -164.7086433304797, 9.897899930567897, -92.52576570625153]"
787,7,"[[710.0, 290.0], [710.0, 182.0], [805.0, 177.0], [802.0, 282.0]]","[1.2976845671921589, -164.15369101548313, 10.367926661796004, -92.67011058472747]"
788,7,"[[683.0, 302.0], [682.0, 192.0], [778.0, 186.0], [777.0, 292.0]]","[1.2633907322554976, -163.350612716048, 10.335059034393606, -93.2018121405212]"
789,7,"[[668.0, 333.0], [669.0, 219.0], [767.0, 215.0], [763.0, 325.0]]","[1.2055018374181852, -160.6794033193939, 9.61644715174455, -91.50190476583683]"
790,7,"[[687.0, 335.0], [690.0, 218.0], [789.0, 214.0], [785.0, 326.0]]","[1.1851285172517378, -161.00207753895833, 10.223866849648577, -91.45636645701526]"
791,7,"[[715.0, 335.0], [717.0, 214.0], [819.0, 210.0], [815.0, 326.0]]","[1.1583246642253002, -161.3596462271023, 9.350745344541824, -91.75030121149778]"
792,7,"[[719.0, 331.0], [722.0, 210.0], [825.0, 206.0], [820.0, 323.0]]","[1.156625005768735, -161.99273194827677, 9.763376962317693, -91.46638532953017]"
793,7,"[[738.0, 332.0], [740.0, 206.0], [848.0, 201.0], [843.0, 323.0]]","[1.1185081027326051, -162.85406232515845, 9.763165259177557, -91.9631039065737]"
794,7,"[[738.0, 332.0], [741.0, 205.0], [848.0, 201.0], [843.0, 323.0]]","[1.1142259100028478, -162.14356750300158, 9.601181344873522, -91.69529251569065]"
795,7,"[[755.0, 338.0], [758.0, 207.0], [871.0, 202.0], [865.0, 328.0]]","[1.08478389121379, -164.02835090116062, 10.28521834146085, -91.95964682841563]"
796,7,"[[787.0, 323.0], [793.0, 182.0], [915.0, 178.0], [905.0, 314.0]]","[1.0254275544701192, -165.21960813615348, 11.401617170409297, -91.46412909492717]"
834,8,"[[540.0, 23.0], [638.0, 18.0], [628.0, 128.0], [528.0, 127.0]]","[1.3075531134250022, -174.95663278071234, 26.645654912273287, 7.533836608610867]"
835,8,"[[491.0, 19.0], [591.0, 13.0], [583.0, 122.0], [483.0, 124.0]]","[1.2957909137332912, -177.1014126172004, 22.63932517540793, 5.090204568598784]"
836,8,"[[400.0, 22.0], [494.0, 17.0], [490.0, 126.0], [396.0, 126.0]]","[1.3202382412533489, -171.83086400069928, 22.195248967966183, 5.504664605078257]"
837,8,"[[294.0, 43.0], [387.0, 43.0], [382.0, 150.0], [289.0, 146.0]]","[1.3288090303957008, -173.09583478019127, 17.49267388037, 5.978320498192289]"
838,8,"[[269.0, 31.0], [363.0, 31.0], [359.0, 138.0], [266.0, 135.0]]","[1.337564706356701, -172.30933465326905, 16.046868512355044, 5.471594782395423]"
839,8,"[[261.0, 29.0], [355.0, 28.0], [353.0, 135.0], [258.0, 133.0]]","[1.3384340234431873, -173.22107055174817, 14.769800758257759, 4.468726993670519]"
839,1,"[[846.0, 179.0], [864.0, 180.0], [861.0, 195.0], [844.0, 194.0]]","[8.845946198816641, -144.3016455974067, 18.36316182711087, 7.165593711539543]"
840,8,"[[246.0, 27.0], [343.0, 29.0], [338.0, 139.0], [243.0, 135.0]]","[1.3023554342496082, -171.39540241242057, 15.581444470315972, 6.198275278563912]"
854,1,"[[416.0, 89.0], [430.0, 89.0], [430.0, 103.0], [416.0, 103.0]]","[9.617715762844497, 178.78301898047408, 0.1223780076872507, -0.008636570870270229]"
935,9,"[[405.0, 19.0], [461.0, 16.0], [468.0, 78.0], [412.0, 81.0]]","[2.292124781742442, -170.84442565300947, -19.125204460484905, -9.596593872836884]"
936,9,"[[388.0, 53.0], [447.0, 51.0], [453.0, 112.0], [393.0, 115.0]]","[2.2363088200915002, -177.02176726822617, -11.063264767895658, -5.66287308224344]"
937,9,"[[393.0, 30.0], [455.0, 29.0], [458.0, 92.0], [396.0, 93.0]]","[2.1900484700707774, -178.60777503348297, -5.843388461068389, -2.8081913787657475]"
938,9,"[[404.0, 20.0], [468.0, 19.0], [471.0, 84.0], [408.0, 85.0]]","[2.1362377199745555, -177.73147302675395, -7.375860680339702, -3.3389761809810183]"
939,9,"[[389.0, 51.0], [452.0, 52.0], [455.0, 119.0], [392.0, 120.0]]","[2.06357973619497, -170.39824163019267, -17.507329990053023, -5.192840236537212]"
940,9,"[[379.0, 65.0], [444.0, 64.0], [448.0, 131.0], [384.0, 134.0]]","[2.045188916231542, -171.0689671183791, -13.606438141562505, -5.610371637071832]"
941,9,"[[368.0, 91.0], [435.0, 89.0], [439.0, 156.0], [374.0, 160.0]]","[2.013367735002472, -172.25281672370315, -9.999763680828613, -5.1735467738619]"
942,9,"[[377.0, 97.0], [446.0, 94.0], [451.0, 163.0], [384.0, 167.0]]","[1.944498832294784, -176.21044927674367, -9.623707055675624, -5.3828780931010405]"
943,9,"[[396.0, 60.0], [468.0, 58.0], [474.0, 131.0], [404.0, 135.0]]","[1.8467421426192552, -176.4193123962749, -13.447732105682887, -6.236128221697165]"
944,9,"[[410.0, 82.0], [484.0, 79.0], [488.0, 158.0], [414.0, 162.0]]","[1.740226795264987, -166.85086127570708, -14.615320573969122, -6.358608372074307]"
945,9,"[[402.0, 125.0], [478.0, 125.0], [481.0, 205.0], [405.0, 206.0]]","[1.671520853574231, -174.02824666007558, -16.331167207410473, -3.760915449713525]"
946,9,"[[416.0, 178.0], [495.0, 177.0], [497.0, 259.0], [420.0, 261.0]]","[1.5983072240325589, -174.41969066510612, -16.913610586032156, -3.6743483803665944]"
947,9,"[[434.0, 170.0], [516.0, 168.0], [519.0, 251.0], [438.0, 255.0]]","[1.571367203102784, -174.13173657069646, -10.381408710754597, -3.6432948302231316]"
948,9,"[[419.0, 157.0], [504.0, 154.0], [507.0, 240.0], [424.0, 245.0]]","[1.5262188203015785, -170.47585402573694, -11.06607742189179, -4.579609855793806]"
949,9,"[[370.0, 92.0], [463.0, 88.0], [470.0, 183.0], [378.0, 191.0]]","[1.4065954140725607, -169.02513743434946, -13.31146841921506, -6.7798444689902375]"
950,9,"[[332.0, 100.0], [428.0, 96.0], [436.0, 193.0], [341.0, 202.0]]","[1.3677201617468417, -168.01670160908927, -15.168146060208942, -7.347027627569448]"
951,9,"[[240.0, 68.0], [347.0, 64.0], [359.0, 168.0], [254.0, 179.0]]","[1.2879194655928359, -171.6889863595857, -15.020004753550946, -7.9784992563217845]"
952,9,"[[147.0, 61.0], [266.0, 55.0], [281.0, 172.0], [165.0, 186.0]]","[1.1739126455326434, -159.4337573674241, -26.22912365897695, -12.681590143858998]"
953,9,"[[45.0, 124.0], [178.0, 115.0], [195.0, 235.0], [67.0, 255.0]]","[1.1125758676836637, -156.03470003793035, -29.161152683555525, -13.581669964309473]"
973,8,"[[406.0, 105.0], [427.0, 103.0], [428.0, 122.0], [409.0, 125.0]]","[6.621141029283189, -143.961849167367, -4.779744373257035, -8.426641754969333]"
975,8,"[[354.0, 160.0], [374.0, 157.0], [376.0, 176.0], [356.0, 179.0]]","[6.5105428649413115, 167.9541562946123, 4.16206886719454, -7.766719874146743]"
977,8,"[[298.0, 201.0], [319.0, 200.0], [322.0, 218.0], [302.0, 222.0]]","[6.478189334500972, 172.22430834945132, -13.212930698347577, -9.331122893114665]"
979,8,"[[222.0, 292.0], [244.0, 288.0], [246.0, 308.0], [225.0, 312.0]]","[6.1626676876707105, -151.31707494330024, -24.788338883268533, -13.362671697006064]"
980,8,"[[176.0, 336.0], [199.0, 333.0], [201.0, 353.0], [180.0, 357.0]]","[6.314262645204889, -161.99223441298085, -22.983811148363216, -10.507620441749014]"
981,8,"[[163.0, 378.0], [187.0, 374.0], [189.0, 394.0], [167.0, 398.0]]","[6.126478541306255, -154.9317340134783, -20.557018796754832, -10.222711294277358]"
982,8,"[[137.0, 387.0], [162.0, 384.0], [165.0, 403.0], [142.0, 408.0]]","[5.984078159045877, -152.57271001359544, -15.544113133943247, -9.611721064212414]"
983,8,"[[134.0, 375.0], [157.0, 371.0], [162.0, 392.0], [138.0, 396.0]]","[6.094176744088053, 164.02449907792524, -24.489469318268704, -10.26094736131194]"
984,8,"[[136.0, 356.0], [160.0, 352.0], [164.0, 373.0], [141.0, 377.0]]","[6.085893240108864, -160.04968482558283, -13.683867324927094, -10.29361986795715]"
